Rank,Name,Symbol,MainLink,HistoricalLink,Tags,Github_link
34,Lido DAO,LDO,https://coinmarketcap.com/currencies/lido-dao/,https://coinmarketcap.com/currencies/lido-dao/historical-data/,"['DeFi', 'DAO', 'Three Arrows Capital Portfolio']",https://github.com/lidofinance
35,Cronos,CRO,https://coinmarketcap.com/currencies/cronos/,https://coinmarketcap.com/currencies/cronos/historical-data/,"['Medium of Exchange', 'Cosmos Ecosystem', 'Centralized Exchange (CEX) Token']",https://github.com/crypto-org-chain/chain-main
36,Aptos,APT,https://coinmarketcap.com/currencies/aptos/,https://coinmarketcap.com/currencies/aptos/historical-data/,"['Binance Labs Portfolio', 'Aptos Ecosystem', 'Circle Ventures Portfolio']",
37,Quant,QNT,https://coinmarketcap.com/currencies/quant/,https://coinmarketcap.com/currencies/quant/historical-data/,"['Platform', 'Interoperability']",https://github.com/quantnetwork/
38,Arbitrum,ARB,https://coinmarketcap.com/currencies/arbitrum/,https://coinmarketcap.com/currencies/arbitrum/historical-data/,"['Scaling', 'DAO', 'DApp']",https://github.com/OffchainLabs
39,VeChain,VET,https://coinmarketcap.com/currencies/vechain/,https://coinmarketcap.com/currencies/vechain/historical-data/,"['Logistics', 'Data Provenance', 'IoT']",https://github.com/vechain
40,NEAR Protocol,NEAR,https://coinmarketcap.com/currencies/near-protocol/,https://coinmarketcap.com/currencies/near-protocol/historical-data/,"['Platform', 'Staking', 'Coinbase Ventures Portfolio']",https://github.com/nearprotocol/nearcore
41,Optimism,OP,https://coinmarketcap.com/currencies/optimism-ethereum/,https://coinmarketcap.com/currencies/optimism-ethereum/historical-data/,"['Layer 2', 'Optimism Ecosystem']",https://github.com/ethereum-optimism/
42,Maker,MKR,https://coinmarketcap.com/currencies/maker/,https://coinmarketcap.com/currencies/maker/historical-data/,"['Store Of Value', 'DeFi', 'DAO']",https://github.com/makerdao
43,Aave,AAVE,https://coinmarketcap.com/currencies/aave/,https://coinmarketcap.com/currencies/aave/historical-data/,"['DeFi', 'DAO', 'Yield Farming']",https://github.com/aave
44,The Graph,GRT,https://coinmarketcap.com/currencies/the-graph/,https://coinmarketcap.com/currencies/the-graph/historical-data/,"['AI & Big Data', 'Enterprise Solutions', 'DeFi']",https://github.com/graphprotocol
45,Algorand,ALGO,https://coinmarketcap.com/currencies/algorand/,https://coinmarketcap.com/currencies/algorand/historical-data/,"['PoS', 'Platform', 'Research']",https://github.com/algorand/go-algorand
46,XDC Network,XDC,https://coinmarketcap.com/currencies/xdc-network/,https://coinmarketcap.com/currencies/xdc-network/historical-data/,"['Enterprise Solutions', 'Smart Contracts', 'XDC Ecosystem']",https://github.com/xinfinorg
47,USDD,USDD,https://coinmarketcap.com/currencies/usdd/,https://coinmarketcap.com/currencies/usdd/historical-data/,"['Stablecoin', 'Algorithmic Stablecoin', 'Arbitrum Ecosystem']",
48,Axie Infinity,AXS,https://coinmarketcap.com/currencies/axie-infinity/,https://coinmarketcap.com/currencies/axie-infinity/historical-data/,"['Collectibles & NFTs', 'Gaming', 'Binance Launchpad']",
49,The Sandbox,SAND,https://coinmarketcap.com/currencies/the-sandbox/,https://coinmarketcap.com/currencies/the-sandbox/historical-data/,"['Collectibles & NFTs', 'Content Creation', 'Gaming']",
50,Tezos,XTZ,https://coinmarketcap.com/currencies/tezos/,https://coinmarketcap.com/currencies/tezos/historical-data/,"['PoS', 'Platform', 'Enterprise Solutions']",
51,Stacks,STX,https://coinmarketcap.com/currencies/stacks/,https://coinmarketcap.com/currencies/stacks/historical-data/,"['Mineable', 'Platform', 'Collectibles & NFTs']",https://github.com/stacks-network
52,MultiversX,EGLD,https://coinmarketcap.com/currencies/multiversx-egld/,https://coinmarketcap.com/currencies/multiversx-egld/historical-data/,"['Binance Launchpad', 'Binance Labs Portfolio', 'Electric Capital Portfolio']",https://github.com/multiversx
53,EOS,EOS,https://coinmarketcap.com/currencies/eos/,https://coinmarketcap.com/currencies/eos/historical-data/,"['Medium of Exchange', 'Enterprise Solutions', 'Smart Contracts']",https://github.com/AntelopeIO/leap
54,Theta Network,THETA,https://coinmarketcap.com/currencies/theta-network/,https://coinmarketcap.com/currencies/theta-network/historical-data/,"['Media', 'Collectibles & NFTs', 'Content Creation']",https://github.com/thetatoken
55,Immutable,IMX,https://coinmarketcap.com/currencies/immutable-x/,https://coinmarketcap.com/currencies/immutable-x/historical-data/,"['Collectibles & NFTs', 'Zero Knowledge Proofs', 'Gaming']",
56,Injective,INJ,https://coinmarketcap.com/currencies/injective/,https://coinmarketcap.com/currencies/injective/historical-data/,"['PoS', 'Platform', 'Cosmos Ecosystem']",https://github.com/InjectiveLabs
57,Fantom,FTM,https://coinmarketcap.com/currencies/fantom/,https://coinmarketcap.com/currencies/fantom/historical-data/,"['Platform', 'Enterprise Solutions', 'DeFi']",https://github.com/Fantom-Foundation
58,Bitcoin SV,BSV,https://coinmarketcap.com/currencies/bitcoin-sv/,https://coinmarketcap.com/currencies/bitcoin-sv/historical-data/,"['Mineable', 'PoW', 'SHA-256']",https://github.com/bitcoin-sv/bitcoin-sv
59,Decentraland,MANA,https://coinmarketcap.com/currencies/decentraland/,https://coinmarketcap.com/currencies/decentraland/historical-data/,"['Platform', 'Collectibles & NFTs', 'Gaming']",https://github.com/decentraland/mana
60,Synthetix,SNX,https://coinmarketcap.com/currencies/synthetix/,https://coinmarketcap.com/currencies/synthetix/historical-data/,"['Services', 'Decentralized Exchange (DEX) Token', 'DeFi']",
61,Render,RNDR,https://coinmarketcap.com/currencies/render/,https://coinmarketcap.com/currencies/render/historical-data/,"['Art', 'Media', 'VR/AR']",
62,ApeCoin,APE,https://coinmarketcap.com/currencies/apecoin-ape/,https://coinmarketcap.com/currencies/apecoin-ape/historical-data/,"['Collectibles & NFTs', 'Content Creation', 'Gaming']",
63,Pax Dollar,USDP,https://coinmarketcap.com/currencies/paxos-standard/,https://coinmarketcap.com/currencies/paxos-standard/historical-data/,"['Store Of Value', 'Stablecoin', 'Asset-Backed Stablecoin']",https://github.com/paxosglobal/pax-contracts
64,Neo,NEO,https://coinmarketcap.com/currencies/neo/,https://coinmarketcap.com/currencies/neo/historical-data/,"['Platform', 'Enterprise Solutions', 'Smart Contracts']",https://github.com/neo-project/neo
65,THORChain,RUNE,https://coinmarketcap.com/currencies/thorchain/,https://coinmarketcap.com/currencies/thorchain/historical-data/,"['Cosmos Ecosystem', 'Decentralized Exchange (DEX) Token', 'DeFi']",https://github.com/thorchain
66,Kava,KAVA,https://coinmarketcap.com/currencies/kava/,https://coinmarketcap.com/currencies/kava/historical-data/,"['Cosmos Ecosystem', 'DeFi', 'Binance Launchpad']",https://github.com/kava-labs
67,PAX Gold,PAXG,https://coinmarketcap.com/currencies/pax-gold/,https://coinmarketcap.com/currencies/pax-gold/historical-data/,"['BNB Chain', 'Tokenized Gold']",https://github.com/paxosglobal/paxos-gold-contract
68,Tether Gold,XAUt,https://coinmarketcap.com/currencies/tether-gold/,https://coinmarketcap.com/currencies/tether-gold/historical-data/,['Tokenized Gold'],
69,eCash,XEC,https://coinmarketcap.com/currencies/ecash/,https://coinmarketcap.com/currencies/ecash/historical-data/,['Layer 1'],https://github.com/bitcoin-abc
70,Flow,FLOW,https://coinmarketcap.com/currencies/flow/,https://coinmarketcap.com/currencies/flow/historical-data/,"['Platform', 'Collectibles & NFTs', 'Staking']",https://github.com/onflow
71,Rocket Pool,RPL,https://coinmarketcap.com/currencies/rocket-pool/,https://coinmarketcap.com/currencies/rocket-pool/historical-data/,"['DeFi', 'Liquid Staking Derivatives']",https://github.com/rocket-pool/rocketpool
72,Chiliz,CHZ,https://coinmarketcap.com/currencies/chiliz/,https://coinmarketcap.com/currencies/chiliz/historical-data/,"['Sports', 'Collectibles & NFTs', 'Content Creation']",
73,Gala,GALA,https://coinmarketcap.com/currencies/gala/,https://coinmarketcap.com/currencies/gala/historical-data/,"['Collectibles & NFTs', 'Gaming', 'BNB Smart Chain']",
74,Klaytn,KLAY,https://coinmarketcap.com/currencies/klaytn/,https://coinmarketcap.com/currencies/klaytn/historical-data/,"['Platform', 'Enterprise Solutions', 'Injective Ecosystem']",https://github.com/klaytn/klaytn
75,KuCoin Token,KCS,https://coinmarketcap.com/currencies/kucoin-token/,https://coinmarketcap.com/currencies/kucoin-token/historical-data/,"['Marketplace', 'Centralized Exchange (CEX) Token', 'Discount Token']",
76,Frax Share,FXS,https://coinmarketcap.com/currencies/frax-share/,https://coinmarketcap.com/currencies/frax-share/historical-data/,"['DeFi', 'Seigniorage', 'Avalanche Ecosystem']",https://github.com/fraxfinance
77,IOTA,MIOTA,https://coinmarketcap.com/currencies/iota/,https://coinmarketcap.com/currencies/iota/historical-data/,"['DAG', 'Medium of Exchange', 'IoT']",https://github.com/iotaledger
78,Zcash,ZEC,https://coinmarketcap.com/currencies/zcash/,https://coinmarketcap.com/currencies/zcash/historical-data/,"['Mineable', 'PoW', 'Equihash']",https://github.com/zcash/zcash
79,Casper,CSPR,https://coinmarketcap.com/currencies/casper/,https://coinmarketcap.com/currencies/casper/historical-data/,"['Enterprise Solutions', 'Arrington XRP Capital Portfolio', 'Hashkey Capital Portfolio']",https://github.com/casper-network/
80,Sui,SUI,https://coinmarketcap.com/currencies/sui/,https://coinmarketcap.com/currencies/sui/historical-data/,"['Binance Launchpool', 'Coinbase Ventures Portfolio', 'Binance Labs Portfolio']",https://github.com/MystenLabs
81,Huobi Token,HT,https://coinmarketcap.com/currencies/huobi-token/,https://coinmarketcap.com/currencies/huobi-token/historical-data/,"['Marketplace', 'Centralized Exchange (CEX) Token', 'Discount Token']",
82,BitTorrent(New),BTT,https://coinmarketcap.com/currencies/bittorrent-new/,https://coinmarketcap.com/currencies/bittorrent-new/historical-data/,"['Platform', 'Distributed Computing', 'Filesharing']",https://github.com/bittorrent
83,Curve DAO Token,CRV,https://coinmarketcap.com/currencies/curve-dao-token/,https://coinmarketcap.com/currencies/curve-dao-token/historical-data/,"['Decentralized Exchange (DEX) Token', 'DeFi', 'DAO']",https://github.com/curvefi/curve-contract
84,Conflux,CFX,https://coinmarketcap.com/currencies/conflux-network/,https://coinmarketcap.com/currencies/conflux-network/historical-data/,"['Mineable', 'PoW', 'Platform']",https://github.com/Conflux-Chain
85,Mina,MINA,https://coinmarketcap.com/currencies/mina/,https://coinmarketcap.com/currencies/mina/historical-data/,"['PoS', 'Zero Knowledge Proofs', 'Staking']",https://github.com/MinaProtocol/mina
86,GateToken,GT,https://coinmarketcap.com/currencies/gatetoken/,https://coinmarketcap.com/currencies/gatetoken/historical-data/,"['Marketplace', 'Centralized Exchange (CEX) Token', 'Discount Token']",https://github.com/gatechain
87,Terra Classic,LUNC,https://coinmarketcap.com/currencies/terra-luna/,https://coinmarketcap.com/currencies/terra-luna/historical-data/,"['Cosmos Ecosystem', 'Store Of Value', 'DeFi']",https://github.com/terra-money/core
88,Trust Wallet Token,TWT,https://coinmarketcap.com/currencies/trust-wallet-token/,https://coinmarketcap.com/currencies/trust-wallet-token/historical-data/,"['Wallet', 'Polygon Ecosystem', 'BNB Chain']",https://github.com/trustwallet
89,Pepe,PEPE,https://coinmarketcap.com/currencies/pepe/,https://coinmarketcap.com/currencies/pepe/historical-data/,['Memes'],
90,dYdX,DYDX,https://coinmarketcap.com/currencies/dydx/,https://coinmarketcap.com/currencies/dydx/historical-data/,"['DeFi', 'Derivatives', 'Zero Knowledge Proofs']",https://github.com/dydxfoundation/
91,Compound,COMP,https://coinmarketcap.com/currencies/compound/,https://coinmarketcap.com/currencies/compound/historical-data/,"['DeFi', 'DAO', 'Yield Farming']",https://github.com/compound-finance/compound-protocol
92,Nexo,NEXO,https://coinmarketcap.com/currencies/nexo/,https://coinmarketcap.com/currencies/nexo/historical-data/,"['Services', 'Payments', 'Cardano Ecosystem']",https://github.com/nexofinance/NEXO-Token/
93,GMX,GMX,https://coinmarketcap.com/currencies/gmx/,https://coinmarketcap.com/currencies/gmx/historical-data/,"['Derivatives', 'DEX', 'Avalanche Ecosystem']",
94,Bone ShibaSwap,BONE,https://coinmarketcap.com/currencies/bone-shibaswap/,https://coinmarketcap.com/currencies/bone-shibaswap/historical-data/,"['Memes', 'Doggone Doggerel']",
95,APENFT,NFT,https://coinmarketcap.com/currencies/apenft/,https://coinmarketcap.com/currencies/apenft/historical-data/,"['Art', 'Collectibles & NFTs', 'TRON Ecosystem']",
96,WOO Network,WOO,https://coinmarketcap.com/currencies/wootrade/,https://coinmarketcap.com/currencies/wootrade/historical-data/,"['Centralized Exchange (CEX) Token', 'Three Arrows Capital Portfolio', 'Exnetwork Capital Portfolio']",
97,Gemini Dollar,GUSD,https://coinmarketcap.com/currencies/gemini-dollar/,https://coinmarketcap.com/currencies/gemini-dollar/historical-data/,"['Store Of Value', 'Stablecoin', 'Asset-Backed Stablecoin']",https://github.com/gemini/dollar
98,Flare,FLR,https://coinmarketcap.com/currencies/flare/,https://coinmarketcap.com/currencies/flare/historical-data/,['DWF Labs Portfolio'],https://github.com/flare-foundation/
99,Astar,ASTR,https://coinmarketcap.com/currencies/astar/,https://coinmarketcap.com/currencies/astar/historical-data/,"['Polkadot', 'Polkadot Ecosystem', 'OKEx Blockdream Ventures Portfolio']",https://github.com/AstarNetwork/Astar
100,Dash,DASH,https://coinmarketcap.com/currencies/dash/,https://coinmarketcap.com/currencies/dash/historical-data/,"['Mineable', 'Hybrid - PoW & PoS', 'X11']",https://github.com/dashpay/dash
101,Akash Network,AKT,https://coinmarketcap.com/currencies/akash-network/,https://coinmarketcap.com/currencies/akash-network/historical-data/,"['Cosmos Ecosystem', 'AI & Big Data', 'Distributed Computing']",
102,PancakeSwap,CAKE,https://coinmarketcap.com/currencies/pancakeswap/,https://coinmarketcap.com/currencies/pancakeswap/historical-data/,"['Collectibles & NFTs', 'Decentralized Exchange (DEX) Token', 'DeFi']",https://github.com/pancakeswap
103,MX TOKEN,MX,https://coinmarketcap.com/currencies/mx-token/,https://coinmarketcap.com/currencies/mx-token/historical-data/,"['Marketplace', 'Centralized Exchange (CEX) Token', 'Discount Token']",
104,Arweave,AR,https://coinmarketcap.com/currencies/arweave/,https://coinmarketcap.com/currencies/arweave/historical-data/,"['Distributed Computing', 'Filesharing', 'Storage']",https://github.com/ArweaveTeam/arweave
105,Zilliqa,ZIL,https://coinmarketcap.com/currencies/zilliqa/,https://coinmarketcap.com/currencies/zilliqa/historical-data/,"['Mineable', 'Platform', 'Payments']",https://github.com/Zilliqa/Zilliqa
106,Oasis Network,ROSE,https://coinmarketcap.com/currencies/oasis-network/,https://coinmarketcap.com/currencies/oasis-network/historical-data/,"['Cosmos Ecosystem', 'AI & Big Data', 'Collectibles & NFTs']",https://github.com/oasisprotocol/oasis-core
107,Gnosis,GNO,https://coinmarketcap.com/currencies/gnosis-gno/,https://coinmarketcap.com/currencies/gnosis-gno/historical-data/,"['Services', 'Decentralized Exchange (DEX) Token', 'DeFi']",
108,Basic Attention Token,BAT,https://coinmarketcap.com/currencies/basic-attention-token/,https://coinmarketcap.com/currencies/basic-attention-token/historical-data/,"['Marketing', 'Content Creation', 'DeFi']",https://github.com/brave-intl/bat-ledger
109,SafePal,SFP,https://coinmarketcap.com/currencies/safepal/,https://coinmarketcap.com/currencies/safepal/historical-data/,"['Wallet', 'Binance Launchpad', 'Injective Ecosystem']",https://github.com/SafePalWallet
110,1inch Network,1INCH,https://coinmarketcap.com/currencies/1inch/,https://coinmarketcap.com/currencies/1inch/historical-data/,"['Decentralized Exchange (DEX) Token', 'DeFi', 'Wallet']",https://github.com/1inch
111,Sei,SEI,https://coinmarketcap.com/currencies/sei/,https://coinmarketcap.com/currencies/sei/historical-data/,"['Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Layer 1']",https://github.com/sei-protocol
112,Chia,XCH,https://coinmarketcap.com/currencies/chia-network/,https://coinmarketcap.com/currencies/chia-network/historical-data/,"['PoST', 'Decentralized Exchange (DEX) Token', 'DeFi']",https://github.com/Chia-Network/chia-blockchain
113,Loopring,LRC,https://coinmarketcap.com/currencies/loopring/,https://coinmarketcap.com/currencies/loopring/historical-data/,"['Marketplace', 'Decentralized Exchange (DEX) Token', 'DeFi']",https://github.com/loopring
114,Enjin Coin,ENJ,https://coinmarketcap.com/currencies/enjin-coin/,https://coinmarketcap.com/currencies/enjin-coin/historical-data/,"['Media', 'Collectibles & NFTs', 'Gaming']",https://github.com/enjin/
115,Helium,HNT,https://coinmarketcap.com/currencies/helium/,https://coinmarketcap.com/currencies/helium/historical-data/,"['Mineable', 'Enterprise Solutions', 'Distributed Computing']",https://github.com/helium/
116,Qtum,QTUM,https://coinmarketcap.com/currencies/qtum/,https://coinmarketcap.com/currencies/qtum/historical-data/,"['Platform', 'Smart Contracts', 'Kenetic Capital Portfolio']",https://github.com/qtumproject/qtum/
117,Ethereum Name Service,ENS,https://coinmarketcap.com/currencies/ethereum-name-service/,https://coinmarketcap.com/currencies/ethereum-name-service/historical-data/,"['DAO', 'Governance', 'Web3']",https://github.com/ensdomains
118,NEM,XEM,https://coinmarketcap.com/currencies/nem/,https://coinmarketcap.com/currencies/nem/historical-data/,"['PoI', 'Medium of Exchange', 'Payments']",https://github.com/NemProject
119,Bitcoin Gold,BTG,https://coinmarketcap.com/currencies/bitcoin-gold/,https://coinmarketcap.com/currencies/bitcoin-gold/historical-data/,"['Mineable', 'Medium of Exchange', 'Payments']",https://github.com/BTCGPU/BTCGPU
120,SingularityNET,AGIX,https://coinmarketcap.com/currencies/singularitynet/,https://coinmarketcap.com/currencies/singularitynet/historical-data/,"['Marketplace', 'AI & Big Data', 'Payments']",https://github.com/singnet/
121,Convex Finance,CVX,https://coinmarketcap.com/currencies/convex-finance/,https://coinmarketcap.com/currencies/convex-finance/historical-data/,"['DeFi', 'Yield Aggregator']",https://github.com/convex-eth/platform
122,Mask Network,MASK,https://coinmarketcap.com/currencies/mask-network/,https://coinmarketcap.com/currencies/mask-network/historical-data/,"['Communications & Social Media', 'Collectibles & NFTs', 'Content Creation']",https://github.com/DimensionDev/Maskbook
123,Celo,CELO,https://coinmarketcap.com/currencies/celo/,https://coinmarketcap.com/currencies/celo/historical-data/,"['PoS', 'Zero Knowledge Proofs', 'Mobile']",https://github.com/celo-org/celo-monorepo/
124,Theta Fuel,TFUEL,https://coinmarketcap.com/currencies/theta-fuel/,https://coinmarketcap.com/currencies/theta-fuel/historical-data/,"['Media', 'Content Creation', 'DeFi']",https://github.com/thetatoken/theta-protocol-ledger
125,Decred,DCR,https://coinmarketcap.com/currencies/decred/,https://coinmarketcap.com/currencies/decred/historical-data/,"['Mineable', 'Hybrid - PoW & PoS', 'BLAKE256']",https://github.com/decred/
126,Ankr,ANKR,https://coinmarketcap.com/currencies/ankr/,https://coinmarketcap.com/currencies/ankr/historical-data/,"['Platform', 'Cosmos Ecosystem', 'Enterprise Solutions']",https://github.com/Ankr-network
127,Ravencoin,RVN,https://coinmarketcap.com/currencies/ravencoin/,https://coinmarketcap.com/currencies/ravencoin/historical-data/,"['Mineable', 'PoW', 'Platform']",https://github.com/RavenProject/Ravencoin
128,Osmosis,OSMO,https://coinmarketcap.com/currencies/osmosis/,https://coinmarketcap.com/currencies/osmosis/historical-data/,"['Cosmos Ecosystem', 'Injective Ecosystem']",https://github.com/osmosis-labs/osmosis
129,Ocean Protocol,OCEAN,https://coinmarketcap.com/currencies/ocean-protocol/,https://coinmarketcap.com/currencies/ocean-protocol/historical-data/,"['Platform', 'AI & Big Data', 'DeFi']",https://github.com/oceanprotocol
130,yearn.finance,YFI,https://coinmarketcap.com/currencies/yearn-finance/,https://coinmarketcap.com/currencies/yearn-finance/historical-data/,"['DeFi', 'DAO', 'Yield Farming']",https://github.com/yearn/iearn-finance
131,Livepeer,LPT,https://coinmarketcap.com/currencies/livepeer/,https://coinmarketcap.com/currencies/livepeer/historical-data/,"['Coinfund Portfolio', 'DCG Portfolio', 'Pantera Capital Portfolio']",https://github.com/livepeer
132,Holo,HOT,https://coinmarketcap.com/currencies/holo/,https://coinmarketcap.com/currencies/holo/historical-data/,"['Platform', 'Distributed Computing', 'Filesharing']",https://github.com/holochain/holochain-rust
133,JUST,JST,https://coinmarketcap.com/currencies/just/,https://coinmarketcap.com/currencies/just/historical-data/,"['DeFi', 'TRON Ecosystem']",
134,STEPN,GMT,https://coinmarketcap.com/currencies/green-metaverse-token/,https://coinmarketcap.com/currencies/green-metaverse-token/historical-data/,"['Collectibles & NFTs', 'Gaming', 'BNB Smart Chain']",
135,Balancer,BAL,https://coinmarketcap.com/currencies/balancer/,https://coinmarketcap.com/currencies/balancer/historical-data/,"['Decentralized Exchange (DEX) Token', 'DeFi', 'DAO']",https://github.com/balancer-labs
